lemma,form,paradigm_slot,phonemic_form
helfan,half,"V;IND;SG;1;PST",h a l f
helfan,hilfis,"V;IND;SG;2;PRS",h i l f i s
helfan,hulfi,"V;IND;SG;2;PST",h u l f i
helfan,hilfit,"V;IND;SG;3;PRS",h i l f i t
helfan,half,"V;IND;SG;3;PST",h a l f
helfan,helfem,"V;IND;PL;1;PRS",h e l f e m
helfan,helfemes,"V;IND;PL;1;PRS",h e l f e m e s
helfan,hulfum,"V;IND;PL;1;PST",h u l f u m
helfan,hulfumes,"V;IND;PL;1;PST",h u l f u m e s
helfan,helfet,"V;IND;PL;2;PRS",h e l f e t
helfan,hulfut,"V;IND;PL;2;PST",h u l f u t
helfan,helfant,"V;IND;PL;3;PRS",h e l f a n t
helfan,hulfun,"V;IND;PL;3;PST",h u l f u n
helfan,helfe,"V;SBJV;SG;1;PRS",h e l f e
helfan,hulfi,"V;SBJV;SG;1;PST",h u l f i
helfan,helfes,"V;SBJV;SG;2;PRS",h e l f e s
helfan,hulfis,"V;SBJV;SG;2;PST",h u l f i s
helfan,helfe,"V;SBJV;SG;3;PRS",h e l f e
helfan,hulfi,"V;SBJV;SG;3;PST",h u l f i
helfan,helfem,"V;SBJV;PL;1;PRS",h e l f e m
helfan,helfemes,"V;SBJV;PL;1;PRS",h e l f e m e s
helfan,hulfim,"V;SBJV;PL;1;PST",h u l f i m
helfan,hulfimes,"V;SBJV;PL;1;PST",h u l f i m e s
helfan,helfet,"V;SBJV;PL;2;PRS",h e l f e t
helfan,hulfit,"V;SBJV;PL;2;PST",h u l f i t
helfan,helfen,"V;SBJV;PL;3;PRS",h e l f e n
helfan,hulfin,"V;SBJV;PL;3;PST",h u l f i n
helfan,hilf,"V;IMP;SG;PRS",h i l f
helfan,helfet,"V;IMP;PL;PRS",h e l f e t
zittarōn,zittarōn,"V;NFIN",z i t t a r oː n
zittarōn,zittarom,"V;IND;SG;1;PRS",t͡s i t t a r o m
zittarōn,zittarota,"V;IND;SG;1;PST",t͡s i t t a r o t a
zittarōn,zittaros,"V;IND;SG;2;PRS",t͡s i t t a r o s
zittarōn,zittarotos,"V;IND;SG;2;PST",t͡s i t t a r o t o s
zittarōn,zittarot,"V;IND;SG;3;PRS",t͡s i t t a r o t
zittarōn,zittarota,"V;IND;SG;3;PST",t͡s i t t a r o t a
zittarōn,zittarom,"V;IND;PL;1;PRS",t͡s i t t a r o m
zittarōn,zittaromes,"V;IND;PL;1;PRS",t͡s i t t a r o m e s
zittarōn,zittarotum,"V;IND;PL;1;PST",t͡s i t t a r oː t u m
zittarōn,zittarotumes,"V;IND;PL;1;PST",t͡s i t t a r o t u m e s
zittarōn,zittarot,"V;IND;PL;2;PRS",t͡s i t t a r o t
zittarōn,zittarotut,"V;IND;PL;2;PST",t͡s i t t a r o t u t
zittarōn,zittaront,"V;IND;PL;3;PRS",t͡s i t t a r o n t
zittarōn,zittarotun,"V;IND;PL;3;PST",t͡s i t t a r o t u n
zittarōn,zittaro,"V;SBJV;SG;1;PRS",t͡s i t t a r o
zittarōn,zittaroti,"V;SBJV;SG;1;PST",t͡s i t t a r o t i
zittarōn,zittaros,"V;SBJV;SG;2;PRS",t͡s i t t a r o s
zittarōn,zittarotis,"V;SBJV;SG;2;PST",t͡s i t t a r o t i s
zittarōn,zittaro,"V;SBJV;SG;3;PRS",t͡s i t t a r o
zittarōn,zittaroti,"V;SBJV;SG;3;PST",t͡s i t t a r o t i
zittarōn,zittarom,"V;SBJV;PL;1;PRS",t͡s i t t a r o m
zittarōn,zittaromes,"V;SBJV;PL;1;PRS",t͡s i t t a r o m e s
zittarōn,zittarotim,"V;SBJV;PL;1;PST",t͡s i t t a r o t i m
zittarōn,zittarotimes,"V;SBJV;PL;1;PST",t͡s i t t a r o t i m e s
zittarōn,zittarot,"V;SBJV;PL;2;PRS",t͡s i t t a r o t
zittarōn,zittarotit,"V;SBJV;PL;2;PST",t͡s i t t a r o t i t
zittarōn,zittaron,"V;SBJV;PL;3;PRS",t͡s i t t a r o n
zittarōn,zittarotin,"V;SBJV;PL;3;PST",t͡s i t t a r o t i n
zittarōn,zittaro,"V;IMP;SG;PRS",t͡s i t t a r o
zittarōn,zittarot,"V;IMP;PL;PRS",t͡s i t t a r o t
nioʐan,nioʐan,"V;NFIN",n i o ʔ a n
nioʐan,niuʐu,"V;IND;SG;1;PRS",n i u̯ ʔ u
nioʐan,nōʐ,"V;IND;SG;1;PST",n oː ʔ
nioʐan,niuʐis,"V;IND;SG;2;PRS",n i u̯ ʔ i s
nioʐan,nuʐʐi,"V;IND;SG;2;PST",n u ʔ ʔ i
nioʐan,niuʐit,"V;IND;SG;3;PRS",n i u̯ ʔ i t
nioʐan,nōʐ,"V;IND;SG;3;PST",n oː ʔ
nioʐan,nioʐem,"V;IND;PL;1;PRS",n i o ʔ e m
nioʐan,nioʐemes,"V;IND;PL;1;PRS",n i o ʔ e m e s
nioʐan,nuʐʐum,"V;IND;PL;1;PST",n u ʔ ʔ u m
nioʐan,nuʐʐumes,"V;IND;PL;1;PST",n u ʔ ʔ u m e s
nioʐan,nioʐet,"V;IND;PL;2;PRS",n i o ʔ e t
nioʐan,nuʐʐut,"V;IND;PL;2;PST",n u ʔ ʔ u t
nioʐan,nioʐant,"V;IND;PL;3;PRS",n i o ʔ a n t
nioʐan,nuʐʐun,"V;IND;PL;3;PST",n u ʔ ʔ u n
nioʐan,nioʐe,"V;SBJV;SG;1;PRS",n i o ʔ e
nioʐan,nuʐʐi,"V;SBJV;SG;1;PST",n u ʔ ʔ i
nioʐan,nioʐes,"V;SBJV;SG;2;PRS",n i o ʔ e s
nioʐan,nuʐʐis,"V;SBJV;SG;2;PST",n u ʔ ʔ i s
nioʐan,nioʐe,"V;SBJV;SG;3;PRS",n i o ʔ e
nioʐan,nuʐʐi,"V;SBJV;SG;3;PST",n u ʔ ʔ i
nioʐan,nioʐem,"V;SBJV;PL;1;PRS",n i o ʔ e m
nioʐan,nioʐemes,"V;SBJV;PL;1;PRS",n i o ʔ e m e s
nioʐan,nuʐʐim,"V;SBJV;PL;1;PST",n u ʔ ʔ i m
nioʐan,nuʐʐimes,"V;SBJV;PL;1;PST",n u ʔ ʔ i m e s
nioʐan,nioʐet,"V;SBJV;PL;2;PRS",n i o ʔ e t
nioʐan,nuʐʐit,"V;SBJV;PL;2;PST",n u ʔ ʔ i t
nioʐan,nioʐen,"V;SBJV;PL;3;PRS",n i o ʔ e n
nioʐan,nuʐʐin,"V;SBJV;PL;3;PST",n u ʔ ʔ i n
nioʐan,niuʐ,"V;IMP;SG;PRS",n i u̯ ʔ
nioʐan,nioʐet,"V;IMP;PL;PRS",n i o ʔ e t
fliohan,fliohan,"V;NFIN",f l i o x a n
fliohan,fliuhu,"V;IND;SG;1;PRS",f l i u̯ h u
fliohan,flouh,"V;IND;SG;1;PST",f l o u x
fliohan,fliuhis,"V;IND;SG;2;PRS",f l i u̯ x i s
fliohan,flugi,"V;IND;SG;2;PST",f l u ɡ i
fliohan,fliuhit,"V;IND;SG;3;PRS",f l i u̯ h i t
fliohan,flouh,"V;IND;SG;3;PST",f l o u x
fliohan,fliohem,"V;IND;PL;1;PRS",f l i o h e m
fliohan,fliohemes,"V;IND;PL;1;PRS",f l i o h e m e s
fliohan,flugum,"V;IND;PL;1;PST",f l u ɣ u m
fliohan,flugumes,"V;IND;PL;1;PST",f l u ɡ u m e s
fliohan,fliohet,"V;IND;PL;2;PRS",f l i o h e t
fliohan,flugut,"V;IND;PL;2;PST",f l u ɡ u t
fliohan,fliohant,"V;IND;PL;3;PRS",f l i o h a n t
fliohan,flugun,"V;IND;PL;3;PST",f l u ɡ u n
fliohan,fliohe,"V;SBJV;SG;1;PRS",f l i̯ o h e
fliohan,flugi,"V;SBJV;SG;1;PST",f l u ɡ i
fliohan,fliohes,"V;SBJV;SG;2;PRS",f l i o h e s
fliohan,flugis,"V;SBJV;SG;2;PST",f l u ɡ i s
fliohan,fliohe,"V;SBJV;SG;3;PRS",f l i̯ o h e
fliohan,flugi,"V;SBJV;SG;3;PST",f l u ɡ i
fliohan,fliohem,"V;SBJV;PL;1;PRS",f l i o h e m
fliohan,fliohemes,"V;SBJV;PL;1;PRS",f l i o h e m e s
fliohan,flugim,"V;SBJV;PL;1;PST",f l u ɡ i m
fliohan,flugimes,"V;SBJV;PL;1;PST",f l u ɡ i m e s
fliohan,fliohet,"V;SBJV;PL;2;PRS",f l i o h e t
fliohan,flugit,"V;SBJV;PL;2;PST",f l u ɡ i t
fliohan,fliohen,"V;SBJV;PL;3;PRS",f l i o x e n
fliohan,flugin,"V;SBJV;PL;3;PST",f l u ɡ i n
fliohan,fliuh,"V;IMP;SG;PRS",f l i u x
fliohan,fliohet,"V;IMP;PL;PRS",f l i o h e t
grīfan,grīfan,"V;NFIN",ɡ r iː f a n
grīfan,grīfu,"V;IND;SG;1;PRS",ɡ r iː f u
grīfan,greif,"V;IND;SG;1;PST",ɡ r e i f
grīfan,grīfis,"V;IND;SG;2;PRS",ɡ r iː f i s
grīfan,griffi,"V;IND;SG;2;PST",ɡ r i f f i
grīfan,grīfit,"V;IND;SG;3;PRS",ɡ r iː f i t
grīfan,greif,"V;IND;SG;3;PST",ɡ r e i f
grīfan,grīfem,"V;IND;PL;1;PRS",ɡ r iː f e m
grīfan,grīfemes,"V;IND;PL;1;PRS",ɡ r iː f e m e s
grīfan,griffum,"V;IND;PL;1;PST",ɡ r i f f u m
grīfan,griffumes,"V;IND;PL;1;PST",ɡ r i f f u m e s
grīfan,grīfet,"V;IND;PL;2;PRS",ɡ r iː f e t
grīfan,griffut,"V;IND;PL;2;PST",ɡ r i f f u t
grīfan,grīfant,"V;IND;PL;3;PRS",ɡ r iː f a n t
grīfan,griffun,"V;IND;PL;3;PST",ɡ r i f f u n
grīfan,grīfe,"V;SBJV;SG;1;PRS",ɡ r iː f e
grīfan,griffi,"V;SBJV;SG;1;PST",ɡ r i f f i
grīfan,grīfes,"V;SBJV;SG;2;PRS",ɡ r iː f e s
grīfan,griffis,"V;SBJV;SG;2;PST",ɡ r i f f i s
grīfan,grīfe,"V;SBJV;SG;3;PRS",ɡ r iː f e
grīfan,griffi,"V;SBJV;SG;3;PST",ɡ r i f f i
grīfan,grīfem,"V;SBJV;PL;1;PRS",ɡ r iː f e m
grīfan,grīfemes,"V;SBJV;PL;1;PRS",ɡ r iː f e m e s
grīfan,griffim,"V;SBJV;PL;1;PST",ɡ r i f f i m
grīfan,griffimes,"V;SBJV;PL;1;PST",ɡ r i f f i m e s
grīfan,grīfet,"V;SBJV;PL;2;PRS",ɡ r iː f e t
grīfan,griffit,"V;SBJV;PL;2;PST",ɡ r i f f i t
grīfan,grīfen,"V;SBJV;PL;3;PRS",ɡ r iː f e n
grīfan,griffin,"V;SBJV;PL;3;PST",ɡ r i f f i n
grīfan,grīf,"V;IMP;SG;PRS",ɡ r iː f
grīfan,grīfet,"V;IMP;PL;PRS",ɡ r iː f e t
sinkan,sinkan,"V;NFIN",s i n k a n
sinkan,sinku,"V;IND;SG;1;PRS",s i n k u
sinkan,sank,"V;IND;SG;1;PST",s̠ a n k
sinkan,sinkis,"V;IND;SG;2;PRS",s i n k i s
sinkan,sunki,"V;IND;SG;2;PST",s u n k i
sinkan,sinkit,"V;IND;SG;3;PRS",s i n k i t
sinkan,sank,"V;IND;SG;3;PST",s̠ a n k
sinkan,sinkem,"V;IND;PL;1;PRS",s i n k e m
sinkan,sinkemes,"V;IND;PL;1;PRS",s i n k e m e s
sinkan,sunkum,"V;IND;PL;1;PST",s u n k u m
sinkan,sunkumes,"V;IND;PL;1;PST",s u n k u m e s
sinkan,sinket,"V;IND;PL;2;PRS",s i n k e t
sinkan,sunkut,"V;IND;PL;2;PST",s u n k u t
sinkan,sinkant,"V;IND;PL;3;PRS",s i n k a n t
sinkan,sunkun,"V;IND;PL;3;PST",s u n k u n
sinkan,sinke,"V;SBJV;SG;1;PRS",s i n k e
sinkan,sunki,"V;SBJV;SG;1;PST",s u n k i
sinkan,sinkes,"V;SBJV;SG;2;PRS",s i n k e s
sinkan,sunkis,"V;SBJV;SG;2;PST",s u n k i s
sinkan,sinke,"V;SBJV;SG;3;PRS",s i n k e
sinkan,sunki,"V;SBJV;SG;3;PST",s u n k i
sinkan,sinkem,"V;SBJV;PL;1;PRS",s i n k e m
sinkan,sinkemes,"V;SBJV;PL;1;PRS",s i n k e m e s
sinkan,sunkim,"V;SBJV;PL;1;PST",s u n k i m
sinkan,sunkimes,"V;SBJV;PL;1;PST",s u n k i m e s
sinkan,sinket,"V;SBJV;PL;2;PRS",s i n k e t
sinkan,sunkit,"V;SBJV;PL;2;PST",s u n k i t
sinkan,sinken,"V;SBJV;PL;3;PRS",s i n k e n
sinkan,sunkin,"V;SBJV;PL;3;PST",s u n k i n
sinkan,sink,"V;IMP;SG;PRS",s i n k
sinkan,sinket,"V;IMP;PL;PRS",s i n k e t
sinnan,sinnan,"V;NFIN",s i n n a n
sinnan,sinnu,"V;IND;SG;1;PRS",s i n n u
sinnan,san,"V;IND;SG;1;PST",s̠ a n
sinnan,sinnis,"V;IND;SG;2;PRS",s i n n i s
sinnan,sunni,"V;IND;SG;2;PST",s u n n i
sinnan,sinnit,"V;IND;SG;3;PRS",s i n n i t
sinnan,san,"V;IND;SG;3;PST",s̠ a n
sinnan,sinnem,"V;IND;PL;1;PRS",s i n n e m
sinnan,sinnemes,"V;IND;PL;1;PRS",s i n n e m e s
sinnan,sunnum,"V;IND;PL;1;PST",s u n n u m
sinnan,sunnumes,"V;IND;PL;1;PST",s u n n u m e s
sinnan,sinnet,"V;IND;PL;2;PRS",s i n n e t
sinnan,sunnut,"V;IND;PL;2;PST",s u n n u t
sinnan,sinnant,"V;IND;PL;3;PRS",s i n n a n t
sinnan,sunnun,"V;IND;PL;3;PST",s u n n u n
sinnan,sinne,"V;SBJV;SG;1;PRS",s i n n e
sinnan,sunni,"V;SBJV;SG;1;PST",s u n n i
sinnan,sinnes,"V;SBJV;SG;2;PRS",s i n n e s
sinnan,sunnis,"V;SBJV;SG;2;PST",s u n n i s
sinnan,sinne,"V;SBJV;SG;3;PRS",s i n n e
sinnan,sunni,"V;SBJV;SG;3;PST",s u n n i
sinnan,sinnem,"V;SBJV;PL;1;PRS",s i n n e m
sinnan,sinnemes,"V;SBJV;PL;1;PRS",s i n n e m e s
sinnan,sunnim,"V;SBJV;PL;1;PST",s u n n i m
sinnan,sunnimes,"V;SBJV;PL;1;PST",s u n n i m e s
sinnan,sinnet,"V;SBJV;PL;2;PRS",s i n n e t
sinnan,sunnit,"V;SBJV;PL;2;PST",s u n n i t
sinnan,sinnen,"V;SBJV;PL;3;PRS",s i n n e n
sinnan,sunnin,"V;SBJV;PL;3;PST",s u n n i n
sinnan,sin,"V;IMP;SG;PRS",s iː n
sinnan,sinnet,"V;IMP;PL;PRS",s i n n e t
giwinnan,giwinnan,"V;NFIN",ɡ i w i n n a n
giwinnan,giwinnu,"V;IND;SG;1;PRS",ɡ i w i n n u
giwinnan,giwann,"V;IND;SG;1;PST",ɡ i w a n n
giwinnan,giwinnis,"V;IND;SG;2;PRS",ɡ i w i n n i s
giwinnan,giwunni,"V;IND;SG;2;PST",ɡ i w u n n i
giwinnan,giwinnit,"V;IND;SG;3;PRS",ɡ i w i n n i t
giwinnan,giwann,"V;IND;SG;3;PST",ɡ i w a n n
giwinnan,giwinnem,"V;IND;PL;1;PRS",ɡ i w i n n e m
giwinnan,giwinnemes,"V;IND;PL;1;PRS",ɡ i w i n n e m e s
giwinnan,giwunnum,"V;IND;PL;1;PST",ɡ i w u n n u m
giwinnan,giwunnumes,"V;IND;PL;1;PST",ɡ i w u n n u m e s
giwinnan,giwinnet,"V;IND;PL;2;PRS",ɡ i w i n n e t
giwinnan,giwunnut,"V;IND;PL;2;PST",ɡ i w u n n u t
giwinnan,giwinnant,"V;IND;PL;3;PRS",ɡ i w i n n a n t
giwinnan,giwunnun,"V;IND;PL;3;PST",ɡ i w u n n u n
giwinnan,giwinne,"V;SBJV;SG;1;PRS",ɡ i w i n n e
giwinnan,giwunni,"V;SBJV;SG;1;PST",ɡ i w u n n i
giwinnan,giwinnes,"V;SBJV;SG;2;PRS",ɡ i w i n n e s
giwinnan,giwunnis,"V;SBJV;SG;2;PST",ɡ i w u n n i s
giwinnan,giwinne,"V;SBJV;SG;3;PRS",ɡ i w i n n e
giwinnan,giwunni,"V;SBJV;SG;3;PST",ɡ i w u n n i
giwinnan,giwinnem,"V;SBJV;PL;1;PRS",ɡ i w i n n e m
giwinnan,giwinnemes,"V;SBJV;PL;1;PRS",ɡ i w i n n e m e s
giwinnan,giwunnim,"V;SBJV;PL;1;PST",ɡ i w u n n i m
giwinnan,giwunnimes,"V;SBJV;PL;1;PST",ɡ i w u n n i m e s
giwinnan,giwinnet,"V;SBJV;PL;2;PRS",ɡ i w i n n e t
giwinnan,giwunnit,"V;SBJV;PL;2;PST",ɡ i w u n n i t
giwinnan,giwinnen,"V;SBJV;PL;3;PRS",ɡ i w i n n e n
giwinnan,giwunnin,"V;SBJV;PL;3;PST",ɡ i w u n n i n
giwinnan,giwinn,"V;IMP;SG;PRS",ɡ i w i n n
giwinnan,giwinnet,"V;IMP;PL;PRS",ɡ i w i n n e t
hazzōn,hazzōn,"V;NFIN",h a z z oː n
hazzōn,hazzom,"V;IND;SG;1;PRS",h a zː o m
hazzōn,hazzota,"V;IND;SG;1;PST",h a t s o t a
hazzōn,hazzos,"V;IND;SG;2;PRS",h a t s o s
hazzōn,hazzotos,"V;IND;SG;2;PST",h a t s o t o s
hazzōn,hazzot,"V;IND;SG;3;PRS",h a t s o t
hazzōn,hazzota,"V;IND;SG;3;PST",h a t s o t a
hazzōn,hazzom,"V;IND;PL;1;PRS",h a zː o m
hazzōn,hazzomes,"V;IND;PL;1;PRS",h a t s o m e s
hazzōn,hazzotum,"V;IND;PL;1;PST",h a t s o t u m
hazzōn,hazzotumes,"V;IND;PL;1;PST",h a t s o t u m e s
hazzōn,hazzot,"V;IND;PL;2;PRS",h a t s o t
hazzōn,hazzotut,"V;IND;PL;2;PST",h a t s o t u t
hazzōn,hazzont,"V;IND;PL;3;PRS",h a t s o n t
hazzōn,hazzotun,"V;IND;PL;3;PST",h a t s o t u n
hazzōn,hazzo,"V;SBJV;SG;1;PRS",h a t s o
hazzōn,hazzoti,"V;SBJV;SG;1;PST",h a z z o t i
hazzōn,hazzos,"V;SBJV;SG;2;PRS",h a t s o s
hazzōn,hazzotis,"V;SBJV;SG;2;PST",h a z z o t i s
hazzōn,hazzo,"V;SBJV;SG;3;PRS",h a t s o
hazzōn,hazzoti,"V;SBJV;SG;3;PST",h a z z o t i
hazzōn,hazzom,"V;SBJV;PL;1;PRS",h a zː o m
hazzōn,hazzomes,"V;SBJV;PL;1;PRS",h a t s o m e s
hazzōn,hazzotim,"V;SBJV;PL;1;PST",h a z z o t i m
hazzōn,hazzotimes,"V;SBJV;PL;1;PST",h a t s o t iː m e s
hazzōn,hazzot,"V;SBJV;PL;2;PRS",h a t s o t
hazzōn,hazzotit,"V;SBJV;PL;2;PST",h a t s o t i t
hazzōn,hazzon,"V;SBJV;PL;3;PRS",h a zː o n
hazzōn,hazzotin,"V;SBJV;PL;3;PST",h a z z o t i n
hazzōn,hazzo,"V;IMP;SG;PRS",h a t s o
hazzōn,hazzot,"V;IMP;PL;PRS",h a t s o t
fliogan,fliogan,"V;NFIN",f l i o ɡ a n
fliogan,fliugu,"V;IND;SG;1;PRS",f l i u̯ ɡ u
fliogan,floug,"V;IND;SG;1;PST",f l o u ɡ
fliogan,fliugis,"V;IND;SG;2;PRS",f l i u̯ ɡ i s
fliogan,flugi,"V;IND;SG;2;PST",f l u ɡ i
fliogan,fliugit,"V;IND;SG;3;PRS",f l i u̯ ɡ i t
fliogan,floug,"V;IND;SG;3;PST",f l o u ɡ
fliogan,fliogem,"V;IND;PL;1;PRS",f l i o ɡ e m
fliogan,fliogemes,"V;IND;PL;1;PRS",f l i o ɡ e m e s
fliogan,flugum,"V;IND;PL;1;PST",f l u ɣ u m
fliogan,flugumes,"V;IND;PL;1;PST",f l u ɡ u m e s
fliogan,flioget,"V;IND;PL;2;PRS",f l i o ɡ e t
fliogan,flugut,"V;IND;PL;2;PST",f l u ɡ u t
fliogan,fliogant,"V;IND;PL;3;PRS",f l i o ɡ a n t
fliogan,flugun,"V;IND;PL;3;PST",f l u ɡ u n
fliogan,flioge,"V;SBJV;SG;1;PRS",f l i o ɡ e
fliogan,flugi,"V;SBJV;SG;1;PST",f l u ɡ i
fliogan,flioges,"V;SBJV;SG;2;PRS",f l i o ɡ e s
fliogan,flugis,"V;SBJV;SG;2;PST",f l u ɡ i s
fliogan,flioge,"V;SBJV;SG;3;PRS",f l i o ɡ e
fliogan,flugi,"V;SBJV;SG;3;PST",f l u ɡ i
fliogan,fliogem,"V;SBJV;PL;1;PRS",f l i o ɡ e m
fliogan,fliogemes,"V;SBJV;PL;1;PRS",f l i o ɡ e m e s
fliogan,flugim,"V;SBJV;PL;1;PST",f l u ɡ i m
fliogan,flugimes,"V;SBJV;PL;1;PST",f l u ɡ i m e s
fliogan,flioget,"V;SBJV;PL;2;PRS",f l i o ɡ e t
fliogan,flugit,"V;SBJV;PL;2;PST",f l u ɡ i t
fliogan,fliogen,"V;SBJV;PL;3;PRS",f l i o ɡ e n
fliogan,flugin,"V;SBJV;PL;3;PST",f l u ɡ i n
fliogan,fliug,"V;IMP;SG;PRS",f l i u̯ ɡ
fliogan,flioget,"V;IMP;PL;PRS",f l i o ɡ e t
gangan,gangan,"V;NFIN",ɡ a ŋ ɡ a n
gangan,gangu,"V;IND;SG;1;PRS",ɡ a n ɡ u
gangan,giang,"V;IND;SG;1;PST",ɡ i a ŋ
gangan,gangis,"V;IND;SG;2;PRS",ɡ a ŋ ɡ i s
gangan,giangi,"V;IND;SG;2;PST",ɡ i a n ɡ i
gangan,gangit,"V;IND;SG;3;PRS",ɡ a n ɡ i t
gangan,giang,"V;IND;SG;3;PST",ɡ i a ŋ
gangan,gangem,"V;IND;PL;1;PRS",ɡ a n ɡ e m
gangan,gangemes,"V;IND;PL;1;PRS",ɡ a n ɡ e m e s
gangan,giangum,"V;IND;PL;1;PST",ɡ i a ŋ ɡ u m
gangan,giangumes,"V;IND;PL;1;PST",ɡ i a ŋ ɡ u m e s
gangan,ganget,"V;IND;PL;2;PRS",ɡ a n ɡ e t
gangan,giangut,"V;IND;PL;2;PST",ɡ i a ŋ u t
gangan,gangant,"V;IND;PL;3;PRS",ɡ a ŋ ɡ a n t
gangan,giangun,"V;IND;PL;3;PST",ɡ i a n ɡ u n
gangan,gange,"V;SBJV;SG;1;PRS",ɡ a n ɡ e
gangan,giangi,"V;SBJV;SG;1;PST",ɡ i a n ɡ i
gangan,ganges,"V;SBJV;SG;2;PRS",ɡ a n ɡ e s
gangan,giangis,"V;SBJV;SG;2;PST",ɡ i a ŋ ɡ i s
gangan,gange,"V;SBJV;SG;3;PRS",ɡ a n ɡ e
gangan,giangi,"V;SBJV;SG;3;PST",ɡ i a n ɡ i
gangan,gangem,"V;SBJV;PL;1;PRS",ɡ a n ɡ e m
gangan,gangemes,"V;SBJV;PL;1;PRS",ɡ a n ɡ e m e s
gangan,giangim,"V;SBJV;PL;1;PST",ɡ i a n ɡ i m
gangan,giangimes,"V;SBJV;PL;1;PST",ɡ i a n ɡ i m e s
gangan,ganget,"V;SBJV;PL;2;PRS",ɡ a n ɡ e t
gangan,giangit,"V;SBJV;PL;2;PST",ɡ i a n ɡ i t
gangan,gangen,"V;SBJV;PL;3;PRS",ɡ a n ɡ e n
gangan,giangin,"V;SBJV;PL;3;PST",ɡ i a n ɡ i n
gangan,gang,"V;IMP;SG;PRS",ɡ a ŋ
gangan,ganget,"V;IMP;PL;PRS",ɡ a n ɡ e t
lōsen,lōsen,"V;NFIN",l oː s e n
lōsen,lōsu,"V;IND;SG;1;PRS",l oː s u
lōsen,lōsta,"V;IND;SG;1;PST",l oː s t a
lōsen,lōsis,"V;IND;SG;2;PRS",l oː s i s
lōsen,lōstos,"V;IND;SG;2;PST",l oː s t o s
lōsen,lōsit,"V;IND;SG;3;PRS",l oː s i t
lōsen,lōsta,"V;IND;SG;3;PST",l oː s t a
lōsen,lōsem,"V;IND;PL;1;PRS",l oː s e m
lōsen,lōsemes,"V;IND;PL;1;PRS",l oː s e m e s
lōsen,lōstum,"V;IND;PL;1;PST",l oː s t u m
lōsen,lōstumes,"V;IND;PL;1;PST",l oː s t u m e s
lōsen,lōset,"V;IND;PL;2;PRS",l oː s e t
lōsen,lōstut,"V;IND;PL;2;PST",l oː s t uː t
lōsen,lōsent,"V;IND;PL;3;PRS",l oː s e n t
lōsen,lōstun,"V;IND;PL;3;PST",l oː s t u n
lōsen,lōse,"V;SBJV;SG;1;PRS",l oː s e
lōsen,lōsti,"V;SBJV;SG;1;PST",l oː s t i
lōsen,lōses,"V;SBJV;SG;2;PRS",l oː s e s
lōsen,lōstis,"V;SBJV;SG;2;PST",l oː s t i s
lōsen,lōse,"V;SBJV;SG;3;PRS",l oː s e
lōsen,lōsti,"V;SBJV;SG;3;PST",l oː s t i
lōsen,lōsem,"V;SBJV;PL;1;PRS",l oː s e m
lōsen,lōsemes,"V;SBJV;PL;1;PRS",l oː s e m e s
lōsen,lōstim,"V;SBJV;PL;1;PST",l oː s t i m
lōsen,lōstimes,"V;SBJV;PL;1;PST",l oː s t i m e s
lōsen,lōset,"V;SBJV;PL;2;PRS",l oː s e t
lōsen,lōstit,"V;SBJV;PL;2;PST",l oː s t i t
lōsen,lōsen,"V;SBJV;PL;3;PRS",l oː s e n
lōsen,lōstin,"V;SBJV;PL;3;PST",l oː s t i n
lōsen,lōsi,"V;IMP;SG;PRS",l oː s i
lōsen,lōset,"V;IMP;PL;PRS",l oː s e t
irren,irren,"V;NFIN",i r r e n
irren,irru,"V;IND;SG;1;PRS",i r r u
irren,irta,"V;IND;SG;1;PST",i r t a
irren,irris,"V;IND;SG;2;PRS",i r r i s
irren,irtos,"V;IND;SG;2;PST",i r t o s
irren,irrit,"V;IND;SG;3;PRS",i r r i t
irren,irta,"V;IND;SG;3;PST",i r t a
irren,irrem,"V;IND;PL;1;PRS",i r r e m
irren,irremes,"V;IND;PL;1;PRS",i r r e m e s
irren,irtum,"V;IND;PL;1;PST",i r t u m
irren,irtumes,"V;IND;PL;1;PST",i r t u m e s
irren,irret,"V;IND;PL;2;PRS",i r r e t
irren,irtut,"V;IND;PL;2;PST",i r t uː t
irren,irrent,"V;IND;PL;3;PRS",i r r e n t
irren,irtun,"V;IND;PL;3;PST",i r t u n
irren,irre,"V;SBJV;SG;1;PRS",i r r e
irren,irti,"V;SBJV;SG;1;PST",i r t i
irren,irres,"V;SBJV;SG;2;PRS",i r r e s
irren,irtis,"V;SBJV;SG;2;PST",i r t i s
irren,irre,"V;SBJV;SG;3;PRS",i r r e
irren,irti,"V;SBJV;SG;3;PST",i r t i
irren,irrem,"V;SBJV;PL;1;PRS",i r r e m
irren,irremes,"V;SBJV;PL;1;PRS",i r r e m e s
irren,irtim,"V;SBJV;PL;1;PST",i r t i m
irren,irtimes,"V;SBJV;PL;1;PST",i r t i m e s
irren,irret,"V;SBJV;PL;2;PRS",i r r e t
irren,irtit,"V;SBJV;PL;2;PST",i r t i t
irren,irren,"V;SBJV;PL;3;PRS",i r r e n
irren,irtin,"V;SBJV;PL;3;PST",i r t i n
irren,irri,"V;IMP;SG;PRS",i r r i
irren,irret,"V;IMP;PL;PRS",i r r e t
geltan,geltan,"V;NFIN",ɡ e l t a n
geltan,giltu,"V;IND;SG;1;PRS",ɡ i l t u
geltan,galt,"V;IND;SG;1;PST",ɡ a l t
